Latitude,Longitude,distance_to_nearest_substation_m,distance_to_nearest_powerline_m,altitude
40.36,21.03,32570.6397696408,8500.809742518612,1022.730102539062
40.36,21.05,34153.59302054203,8363.720208482457,1169.694702148438
40.36,21.07,35746.99619464629,8567.448870709795,1114.3291015625
40.38,19.13,47221.17545512019,29567.62720779333,-609.9058837890625
40.38,19.15,46519.4190138124,27889.075164113885,-544.3377685546875
40.38,19.17,45870.18984414382,26213.002911465515,-386.7422180175781
40.38,19.19,45275.746368156026,24539.916632608765,-469.9360046386719
40.38,19.21,44738.271203395125,22870.46917431928,-298.1022338867188
40.38,19.23,44259.838536019226,21205.517333477455,-232.4090728759766
40.38,19.25,43842.380057621485,19546.207126909947,-192.5182189941406
40.38,19.27,43487.65050326979,17894.105005020036,-131.6770172119141
40.38,19.29,43197.1940118723,16251.406094389657,-90.1292495727539
40.38,19.31,42972.312653810295,14621.276440483936,-49.94931411743164
40.38,19.33,42814.03851175284,13008.43813624497,-0.462525486946106
40.38,19.35,42723.11064164538,11420.214974963115,518.3275756835938
40.38,19.37,42699.95807491527,9868.493508332656,708.666748046875
40.38,19.39,42744.68975543225,8373.584872738727,261.3672180175781
40.38,19.41,42857.09195472846,6972.1222475605455,-0.6043078303337097
40.38,19.43,43036.63330684757,5733.041128211356,-37.16781997680664
40.38,19.45,43282.47718837918,4784.207583641512,-43.93582153320312
40.38,19.47,43593.50077994096,4321.231029208695,-1.753132343292236
40.38,19.49,42562.38600199192,4496.760192526782,114.5466690063477
40.38,19.51,41215.57675382804,5247.093752487946,362.2248840332031
40.38,19.53,39895.83445840161,5999.985265589749,970.755859375
40.38,19.55,38605.933853847746,5436.3092444479435,212.70166015625
40.38,19.57,37348.96571374708,5373.033406362076,551.561279296875
40.38,19.59,36128.3662778611,5826.47613951487,201.4514007568359
40.38,19.61,34947.945138968964,6692.412110854412,172.1566162109375
40.38,19.63,33811.90929938304,7835.245325060168,137.7297821044922
40.38,19.65,32724.880234333847,9151.81994029456,133.9360046386719
40.38,19.67,31691.899781724795,10577.453078992774,230.8587951660156
40.38,19.69,30718.419600973935,12073.57047154458,360.2541809082031
40.38,19.71,29810.26797534212,10870.259434182766,490.0101013183594
40.38,19.73,28973.58715200142,9348.18007271188,842.2999267578125
40.38,19.75,28214.73462479769,7825.937386301609,1083.490478515625
40.38,19.77,27540.14325811412,6302.776401070677,695.0661010742188
40.38,19.79,26956.138399787564,4774.117038095508,739.0249633789062
40.38,19.81,26468.715388821573,3245.297115042428,636.3576049804688
40.38,19.83,25665.76084531337,1716.3166044614145,169.6484527587891
40.38,19.85,24597.395185220183,187.17547884831524,137.1198883056641
40.38,19.87,23602.61235963791,1342.1262893546711,82.86289978027344
40.38,19.89,22691.090541997255,2871.588727756395,85.78141784667969
40.38,19.91,21873.239812724925,4100.633918937167,209.9555969238281
40.38,19.93,21159.922777424792,5244.904286239696,215.8861846923828
40.38,19.95,20562.01982868926,6321.306496325921,414.6797485351562
40.38,19.97,20089.83666023325,7606.291770952486,448.5249938964844
40.38,19.99,19752.389747728022,8775.392847345038,162.6373291015625
40.38,20.01,19556.65329007557,9944.76818508532,393.0799865722656
40.38,20.03,19506.89204353063,11114.417803391249,982.3359375
40.38,20.05,19604.216093225463,12284.341721572862,1209.485961914062
40.38,20.07,19846.460227367177,13454.539959020049,743.7692260742188
40.38,20.09,20228.417255628352,13446.23029964431,1475.573120117188
40.38,20.11,20742.36910268119,13020.930499913487,906.8405151367188
40.38,20.13,21378.79704039044,12596.003814663602,352.0199279785156
40.38,20.15,22127.134294306143,12171.45023080303,252.8921813964844
40.38,20.17,22976.447758195016,11788.986788839757,679.1465454101562
40.38,20.19,23915.981075286636,11625.992268483576,388.8760375976562
40.38,20.21,24935.537299602347,11709.8721694717,570.1664428710938
40.38,20.23,26025.712526622952,12035.463860417123,912.7865600585938
40.38,20.25,27178.00913387561,12584.01767061053,1093.777587890625
40.38,20.27,28384.86179351558,13328.030272481468,962.6018676757812
40.38,20.29,29639.606344441723,14187.643395015535,693.6266479492188
40.38,20.31,30936.415331050663,15050.51013796394,580.5318603515625
40.38,20.33,30713.80727728313,15913.705428469051,969.4254150390625
40.38,20.35,29110.72450880596,16777.229280447453,1029.899536132812
40.38,20.37,27518.86657187364,17641.081707918307,826.9295654296875
40.38,20.39,25940.29923465392,18505.262725001965,956.9981079101562
40.38,20.41,24377.603711481486,19369.772345923586,1018.415954589844
40.38,20.43,22834.03805879064,20234.610585004106,1056.260498046875
40.38,20.45,21313.758032539023,18778.655160168684,1502.086303710938
40.38,20.47,19822.121210132012,17082.6619661968,990.6837768554688
40.38,20.49,18366.10691370847,15386.689403351746,1376.447265625
40.38,20.51,16954.89398952164,13690.737437858092,1016.814636230469
40.38,20.53,15600.64417695,11994.80603594646,812.9851684570312
40.38,20.55,14319.527174502058,10298.895163850124,735.2225952148438
40.38,20.57,13132.961606124516,8603.004787807331,966.7266235351562
40.38,20.59,12068.86644515132,6907.134874060891,1038.71044921875
40.38,20.61,11162.32065499766,5211.2853888589225,816.1016235351562
40.38,20.63,10454.389079461063,3515.4562984533486,896.4098510742188
40.38,20.65,9987.395032955585,1819.6475691010592,1199.951904296875
40.38,20.67,9795.856558639489,123.85916706409076,1040.357543945312
40.38,20.69,9895.780345055491,1571.9089413904944,976.725341796875
40.38,20.71,10278.668626714283,3267.6567899912634,1109.458618164062
40.38,20.73,10914.782077106633,4963.384412461725,1293.56005859375
40.38,20.75,11763.110511625724,6659.091842519636,1651.999145507812
40.38,20.77,12781.467699123066,8353.215949593645,2338.093994140625
40.38,20.79,13932.619871626244,9946.41576582935,1937.629272460938
40.38,20.81,15186.398383765556,11539.481735365014,1714.631958007812
40.38,20.83,16519.452265861848,13132.413890186968,1561.147338867188
40.38,20.85,17914.092446411752,14725.212262241552,1676.093505859375
40.38,20.87,19357.011702839092,15891.46664221108,1688.965209960938
40.38,20.89,20838.183157594365,14503.05302728048,1428.081176757812
40.38,20.91,22350.002857820087,13114.41905314624,1432.861450195312
40.38,20.93,23886.652099822502,11725.56469257187,1263.0654296875
40.38,20.95,25443.632527567337,10339.52702516618,1176.1279296875
40.38,20.97,27017.429347965382,9030.842625644136,1441.47119140625
40.38,20.99,28605.26708228159,7871.850241876622,1178.481323242188
40.38,21.01,30204.931477393915,6937.978134402729,1093.728271484375
40.38,21.03,31814.638651964975,6329.665184153848,1201.043212890625
40.38,21.05,33432.938085934555,6144.378694925164,1031.497802734375
40.38,21.07,35058.64001367368,6418.857188737552,1211.501098632812
40.4,19.13,49237.06813605826,29239.80722959749,-519.249755859375
40.4,19.15,48564.6373254261,27560.66919213358,-429.4489135742188
40.4,19.17,47943.2837005849,25881.48552208022,-365.3480529785156
40.4,19.19,47375.01582088291,24202.256187812447,-311.3794250488281
40.4,19.21,46861.763742574134,22522.98115768248,-200.5504913330078
40.4,19.23,46405.35174812056,20843.660400022494,-159.3709106445312
40.4,19.25,46007.47029071413,19164.293883143935,-250.7446441650391
40.4,19.27,45669.64797965139,17484.881575338375,-97.69692993164062
40.4,19.29,45393.22454716849,15805.423444876196,0.0
40.4,19.31,45179.32580656492,14125.974515188444,469.4331665039062
40.4,19.33,45028.841621201645,12449.665287906188,-36.19934844970703
40.4,19.35,44942.4078449235,10779.961871192376,607.2577514648438
40.4,19.37,44920.39306394475,9120.487375339377,170.7413330078125
40.4,19.39,44962.89077323221,7478.047917018532,0.0
40.4,19.41,45069.717370195,5866.959191246118,-9.91433334350586
40.4,19.43,45240.41606497717,4322.4090462191825,-45.11105346679688
40.4,19.45,45474.26651446625,2950.785135286248,-44.10107040405273
40.4,19.47,45258.37781372293,2119.635152531576,-3.400646924972534
40.4,19.49,43928.753902768425,2457.6993859725094,333.7875671386719
40.4,19.51,42625.52336180489,3653.674731602662,611.5016479492188
40.4,19.53,41351.18057465845,4152.231387788441,698.3056030273438
40.4,19.55,40108.47797265812,3285.8279093300835,783.4362182617188
40.4,19.57,38900.44679683242,3180.093241298044,107.2467422485352
40.4,19.59,37730.416263603955,3897.424938575071,151.6414642333984
40.4,19.61,36602.029551684376,5101.701922746609,306.9016723632812
40.4,19.63,35519.25450649602,6528.800158304996,207.4699096679688
40.4,19.65,34486.38637242458,8061.23091723961,224.9956207275391
40.4,19.67,33508.03926016635,9648.93345319968,168.3728485107422
40.4,19.69,32589.122524370105,11268.565507223146,230.6078491210938
40.4,19.71,31734.79790436692,9886.019032920063,444.3199768066406
40.4,19.73,30522.51216750678,8364.394461360953,269.881591796875
40.4,19.75,29140.92520665168,6842.606537252912,208.0387115478516
40.4,19.77,27794.115398747388,5320.655233611967,278.3237915039062
40.4,19.79,26487.38677942104,3798.54052340043,87.591796875
40.4,19.81,25226.967093503074,2276.262379525196,312.658447265625
40.4,19.83,24020.145860575092,751.1111661804936,150.5015563964844
40.4,19.85,22875.40601565629,777.5736010890874,204.0844421386719
40.4,19.87,21802.52683578689,2306.419037447733,216.0711059570312
40.4,19.89,20812.62272437661,3835.425170366574,287.502197265625
40.4,19.91,19918.067070249446,5364.592027374506,252.1150665283203
40.4,19.93,19132.237242748222,6879.772156357071,377.8530578613281
40.4,19.95,18469.015034412165,8033.034885293675,444.1361083984375
40.4,19.97,17942.000273592264,9096.31000175829,397.4983825683594
40.4,19.99,17563.456675578742,10330.68657734636,258.1593017578125
40.4,20.01,17343.10708792048,11554.2212280584,201.0764465332031
40.4,20.03,17287.000079483143,12723.519241535972,426.2994384765625
40.4,20.05,17396.72311994802,13893.091591511093,530.6044311523438
40.4,20.07,17669.185480772096,15062.93829727328,1216.7216796875
40.4,20.09,18097.036641625084,15595.499756836443,465.9937744140625
40.4,20.11,18669.59502363299,15170.31890532236,1064.217651367188
40.4,20.13,19374.033921093935,14745.511209231778,266.3271179199219
40.4,20.15,20196.557083814463,14321.076655511455,411.5389099121094
40.4,20.17,21123.373533088496,13982.669661963046,563.5575561523438
40.4,20.19,22141.389159844766,13845.558930432437,849.7589721679688
40.4,20.21,23238.620490897443,13916.040120442698,680.8433837890625
40.4,20.23,24404.384169316312,14191.01875694078,1083.4150390625
40.4,20.25,25629.329301470665,14658.989613504566,921.1279907226562
40.4,20.27,26905.373038849582,15302.255244856718,845.340087890625
40.4,20.29,28225.585140609583,16099.722254660925,582.1377563476562
40.4,20.31,29584.05233207154,16962.329014727326,671.4170532226562
40.4,20.33,30075.53187566612,17825.264362701582,890.4330444335938
40.4,20.35,28436.990000800248,18688.52831242386,894.9725341796875
40.4,20.37,26805.650319669698,19552.12087783824,977.1277465820312
40.4,20.39,25182.91172414559,20416.042072988133,1540.834594726562
40.4,20.41,23570.54989215237,21280.29191202267,1000.866455078125
40.4,20.43,21970.8486115446,20574.507017329615,1256.368896484375
40.4,20.45,20386.78752126462,18878.99462284866,1119.927856445312
40.4,20.47,18822.31486258174,17183.502891328957,1129.857788085938
40.4,20.49,17282.75002674246,15488.03178914452,1082.612426757812
40.4,20.51,15775.386131759264,13792.581282672363,830.486328125
40.4,20.53,14310.401201531316,12097.151338296446,973.151611328125
40.4,20.55,12902.23790890902,10401.891270147667,1226.660522460938
40.4,20.57,11571.657626083175,8707.392749650002,1170.780517578125
40.4,20.59,10348.628239524043,7014.242469220209,1022.176330566406
40.4,20.61,9275.788672101884,5323.724493355943,936.209228515625
40.4,20.63,8410.807479663537,3639.5052896318552,911.1084594726562
40.4,20.65,7822.938308922297,1977.736746269117,948.8517456054688
40.4,20.67,7576.956990598516,379.03676530344376,986.3246459960938
40.4,20.69,7705.673359722761,1214.3622012683245,1129.7373046875
40.4,20.71,8191.441771855759,2807.6271475503545,1036.5380859375
40.4,20.73,8976.480833199137,4400.758105584739,1188.965209960938
40.4,20.75,9990.488205924095,5993.755107373567,1567.053344726562
40.4,20.77,11171.286501396742,7586.618184880662,1834.088012695312
40.4,20.79,12471.589973231765,9179.34737002642,2136.29638671875
40.4,20.81,13857.79870052311,10771.94269469602,1746.603515625
40.4,20.83,15306.590595714932,12364.404190730223,1430.662841796875
40.4,20.85,16801.783798084536,13956.731889932518,1333.727294921875
40.4,20.87,18332.02785770981,14613.741035543317,1439.298583984375
40.4,20.89,19889.233969440786,13225.73862078152,1526.608642578125
40.4,20.91,21467.535493695756,11837.51582088094,1377.189453125
40.4,20.93,23062.601704694436,10449.072608730648,1310.314208984375
40.4,20.95,24671.181083317235,9060.408957150454,1186.452392578125
40.4,20.97,26290.793331247052,7671.524838893043,1211.08740234375
40.4,20.99,27919.51844844175,6294.1809452389,1058.220581054688
40.4,21.01,29555.84994185632,5078.4169598990475,992.0811767578125
40.4,21.03,31198.591026237373,4209.729816939734,1107.033935546875
40.4,21.05,32846.780090287975,3925.714428775121,954.919677734375
40.4,21.07,34499.63639158858,4342.642877016948,984.899658203125
40.42,19.13,51269.88165802119,28911.9671212216,-427.1004333496094
40.42,19.15,50624.63842040403,27233.32854726773,-349.8646850585938
40.42,19.17,50029.040519151065,25554.644321184696,-268.2266540527344
40.42,19.19,49484.879413750634,23875.914411498623,-297.769775390625
40.42,19.21,48993.867857951496,22197.138786712883,-213.7502288818359
40.42,19.23,48557.61705840214,20518.317415310354,-178.3368835449219
40.42,19.25,48177.613472693185,18839.450265753516,-143.8263549804688
40.42,19.27,47855.195902234635,17160.537306485036,11.5927562713623
40.42,19.29,47591.53360682157,15481.578505925863,-61.91963958740234
40.42,19.31,47387.60620463753,13802.573832477963,304.8248901367188
40.42,19.33,47244.18611553617,12123.523254521611,314.6680603027344
40.42,19.35,47161.82425170652,10444.426740417646,162.0513458251953
40.42,19.37,47140.83955767601,8765.284258507192,0.0
40.42,19.39,47181.3128551967,7086.095777110185,-9.329694747924805
40.42,19.41,47283.08526704133,5406.861264526692,-36.96081924438477
40.42,19.43,47445.76129069042,3727.580689037309,-49.97404098510742
40.42,19.45,47668.71638399866,2048.2540189025976,-44.61117172241211
40.42,19.47,46651.09670267759,368.88122236267066,-4.489630222320557
40.42,19.49,45362.69287136397,1081.2428190167316,48.1076545715332
40.42,19.51,44102.227226505514,2573.1070971809363,597.4536743164062
40.42,19.53,42872.16293086861,2861.204905944543,600.5696411132812
40.42,19.55,41675.19088623034,1378.3682928664414,217.0457153320312
40.42,19.57,40514.243144192485,1102.9392435830805,643.5473022460938
40.42,19.59,39392.50373174761,2508.3749063572373,99.61582946777344
40.42,19.61,38313.415461587225,4138.383909222849,108.0287246704102
40.42,19.63,36849.145242169725,5806.825258557324,113.0571823120117
40.42,19.65,35308.83115203159,7488.047482485003,171.3260650634766
40.42,19.67,33783.36667888058,9081.727896227325,306.2393798828125
40.42,19.69,32274.856183581127,9720.58037589506,208.5091705322266
40.42,19.71,30785.79067154955,8901.763392223513,347.8995666503906
40.42,19.73,29319.131633047004,7380.593792837754,152.2968902587891
40.42,19.75,27878.414214005523,5859.260813379803,69.39091491699219
40.42,19.77,26467.873484830056,4337.764427000694,75.19225311279297
40.42,19.79,25092.59742705529,2816.1046067979782,65.9215316772461
40.42,19.81,23758.709132883487,1294.281325816082,107.6746673583984
40.42,19.83,22473.57769268813,227.7054429560554,336.9942626953125
40.42,19.85,21246.050841098604,1749.8557265824218,158.6439971923828
40.42,19.87,20086.69046550306,3272.1695521804772,323.6926879882812
40.42,19.89,19007.971914004316,4799.275194384718,173.5444030761719
40.42,19.91,18024.37778089638,6327.98558831697,557.2232666015625
40.42,19.93,17152.278573782496,7856.856759920766,666.437744140625
40.42,19.95,16409.458472835246,9385.888736694063,651.7396850585938
40.42,19.97,15814.143367774252,10824.353349305587,395.7654724121094
40.42,19.99,15383.465332377506,11880.220175341874,433.6243591308594
40.42,20.01,15131.486719420443,13072.02715285661,323.072998046875
40.42,20.03,15067.173701602627,14332.633066719023,458.2875061035156
40.42,20.05,15192.907713315302,15501.853710208235,599.3560791015625
40.42,20.07,15504.063856869096,16671.34874586976,1036.078247070312
40.42,20.09,15989.8192613786,17744.774228493323,371.1037292480469
40.42,20.11,16634.883849934617,17319.71238333504,572.203857421875
40.42,20.13,17421.568918863177,16895.0237343606,324.8716430664062
40.42,20.15,18331.649556902157,16477.04103046749,532.3211059570312
40.42,20.17,19347.719360860705,16183.562741869771,682.1229858398438
40.42,20.19,20453.987875635463,16065.275929680363,917.3500366210938
40.42,20.21,21636.62295542352,16126.034655732508,942.5033569335938
40.42,20.23,22883.78673395089,16363.843160860266,1178.1494140625
40.42,20.25,24185.497732803466,16771.17022674989,832.1422119140625
40.42,20.27,25533.413865026087,17336.069642679184,874.2799072265625
40.42,20.29,26920.59472726305,18043.74677201046,387.2861022949219
40.42,20.31,28341.274647505303,18874.158089744913,558.4077758789062
40.42,20.33,29590.43719564541,19736.83339366468,629.8048095703125
40.42,20.35,27923.953936709742,20599.83733944951,671.5795288085938
40.42,20.37,26261.272505000972,21463.16994096143,1199.031494140625
40.42,20.39,24603.162863205187,22326.831212172536,761.457275390625
40.42,20.41,22950.61506250733,22436.365881817488,1050.097778320312
40.42,20.43,21304.922481765247,20753.302950607027,954.5589599609375
40.42,20.45,19667.805077848705,19072.72218397537,1044.349853515625
40.42,20.47,18041.596383070544,17395.34198576881,1026.27294921875
40.42,20.49,16429.534933237977,15722.185692812498,615.54443359375
40.42,20.51,14836.231930506416,14054.760724871034,919.324462890625
40.42,20.53,13268.445568463456,12395.378954139936,1289.181030273438
40.42,20.55,11736.404799398328,10747.765062584358,1199.224975585938
40.42,20.57,10256.139548537469,9118.298820198796,1077.76953125
40.42,20.59,8853.655895628654,7516.334830282348,979.9992065429688
40.42,20.61,7572.294515746781,5922.870170962348,1028.364379882812
40.42,20.63,6484.260798362508,4329.53967291603,823.43994140625
40.42,20.65,5701.331491493172,2736.343304086425,941.8809814453125
40.42,20.67,5358.941131215103,1143.281032455309,894.8575439453125
40.42,20.69,5539.3885081361805,449.6471739541148,1014.098571777344
40.42,20.71,6197.167597246834,2042.441347079247,1052.349365234375
40.42,20.73,7202.667242150654,3635.101518819979,1201.13037109375
40.42,20.75,8432.401538082315,5227.627721033372,1514.116088867188
40.42,20.77,9802.337047713596,6820.019985538931,1803.374267578125
40.42,20.79,11261.423040809694,8412.278344115888,1859.328735351562
40.42,20.81,12779.158609536587,10004.402828502109,2108.41259765625
40.42,20.83,14336.92915764854,11260.919284030708,1713.197509765625
40.42,20.85,15922.988646467313,12501.91575080095,1561.903930664062
40.42,20.87,17529.659871680346,13336.009901572112,1228.168334960938
40.42,20.89,19151.7558857846,11948.41885638272,1466.455322265625
40.42,20.91,20785.66564104471,10560.60740023218,1369.730102539062
40.42,20.93,22428.80733078118,9172.575506130392,1104.476196289062
40.42,20.95,24079.29102843309,7784.323147022251,1014.537048339844
40.42,20.97,25735.704156544747,6395.850295785646,1023.506103515625
40.42,20.99,27396.971246133617,5007.156925232766,1270.204956054688
40.42,21.01,29062.25992640389,3618.243008104116,1341.26318359375
40.42,21.03,30730.916452133635,2288.09095675463,1184.308471679688
40.42,21.05,32402.420565788183,1710.394982452052,1053.239501953125
40.42,21.07,34076.35329895608,2524.2308480544493,849.93798828125
40.44,19.13,53317.68157588965,28584.10688810657,-343.5300903320312
40.44,19.15,52697.68963534703,26905.96798118183,-255.3313903808594
40.44,19.17,52125.941179307025,25227.783402618246,-290.0751953125
40.44,19.19,51604.03866611722,23549.55312109281,-226.2728881835938
40.44,19.21,51133.50729199193,21871.277105259232,-191.5437622070312
40.44,19.23,50715.77580748729,20192.955323751776,-161.0986633300781
40.44,19.25,50352.1572455148,18514.58774518384,-63.34232330322266
40.44,19.27,50043.83008116158,16836.174338148623,-127.8157958984375
40.44,19.29,49791.82038744614,15157.715071219032,-9.530695915222168
40.44,19.31,49596.985569004806,13479.209912946671,0.0
40.44,19.33,49460.00024256473,11800.658831862986,0.0
40.44,19.35,49381.344786513146,10122.06179648042,-18.26992797851562
40.44,19.37,49361.29700192951,8443.418775290504,-6.896275520324707
40.44,19.39,49399.92721754238,6764.729736764214,-33.44134521484375
40.44,19.41,49497.097037806074,5085.994649352537,-38.33776473999023
40.44,19.43,49652.461785532934,3407.213481487516,-37.38211441040039
40.44,19.45,49381.04064657912,1728.3862015798209,-22.54681205749512
40.44,19.47,48106.01615216948,49.51277802123982,-11.19596862792969
40.44,19.49,46858.00099118933,23.155420395174097,-0.06966643780469894
40.44,19.51,45638.96609552914,1514.5832658461748,101.2155075073242
40.44,19.53,44015.0132947894,1892.0636231487008,288.3644104003906
40.44,19.55,42396.63479632317,365.6057482320386,224.2807922363281
40.44,19.57,40784.49306488971,1161.0119312753784,367.857177734375
40.44,19.59,39179.35683941095,2687.7894418092865,74.10716247558594
40.44,19.61,37582.122561716395,4252.652825939849,301.451171875
40.44,19.63,35993.84097865801,5870.524793564946,213.6641693115234
40.44,19.65,34415.750352095005,6427.582234603345,151.2095642089844
40.44,19.67,32849.31814769395,6995.044101449293,357.4234924316406
40.44,19.69,31296.29364581026,7798.9324873052,389.3879699707031
40.44,19.71,29758.774661873656,7917.4925151940115,338.3183288574219
40.44,19.73,28239.292516376456,6396.778070191117,164.8172454833984
40.44,19.75,26740.92058005881,4875.900217675227,56.97819137573242
40.44,19.77,25267.413120396188,3354.8589309345307,79.57818603515625
40.44,19.79,23823.382665610876,1833.6541832027897,98.29511260986328
40.44,19.81,22414.52531578501,312.2859476581858,339.7274780273438
40.44,19.83,21047.903500983117,1209.2458025722506,284.0777282714844
40.44,19.85,19732.29278163392,2730.9410944171827,168.0639953613281
40.44,19.87,18478.58985933522,4252.799954858411,389.9671630859375
40.44,19.89,17300.256806926467,5774.8224109311595,528.6614379882812
40.44,19.91,16213.73234121326,7297.008489724108,314.4205017089844
40.44,19.93,15238.664898466302,8819.80709496337,700.4817504882812
40.44,19.95,14397.714868763993,10348.382476608536,558.0717163085938
40.44,19.97,13715.571731441698,11877.11871661828,395.1592712402344
40.44,19.99,13216.84483829797,13406.015842457244,437.656005859375
40.44,20.01,12922.784901530318,14667.78962026724,732.2140502929688
40.44,20.03,12847.450842069848,15831.51411539203,522.6485595703125
40.44,20.05,12994.64498252541,17084.878042519515,544.6231079101562
40.44,20.07,13357.010382180251,18279.771303514608,648.2803344726562
40.44,20.09,13917.748393581567,19449.188978287704,392.4414367675781
40.44,20.11,14654.102646412934,19469.110935451354,612.043212890625
40.44,20.13,15541.128785072788,19044.541391541057,378.173828125
40.44,20.15,16554.62309443985,18647.81041139441,679.0467529296875
40.44,20.17,17672.839561972443,18389.08011615144,874.3232421875
40.44,20.19,18877.175915840453,18285.091294514008,1083.794677734375
40.44,20.21,20152.196747399477,18338.4751584998,719.4532470703125
40.44,20.23,21485.320567894076,18547.871601276765,667.5029296875
40.44,20.25,22866.38630229282,18908.096819439732,567.7952270507812
40.44,20.27,24287.215905302462,19410.75418308248,902.3887939453125
40.44,20.29,25741.22486940127,20045.130425505373,578.8577270507812
40.44,20.31,27223.096518477116,20799.175683232716,690.1441650390625
40.44,20.33,28728.518828603595,21648.41252109994,792.1029052734375
40.44,20.35,27580.58724787883,22511.15636129442,664.4451293945312
40.44,20.37,25896.384941602657,23374.22889709198,494.1139221191406
40.44,20.39,24213.8176748918,24237.630142386857,548.0888061523438
40.44,20.41,22533.250840406727,22813.324005713705,468.2755737304688
40.44,20.43,20855.167128589423,21160.77310319158,527.4352416992188
40.44,20.45,19180.21733684537,19515.820713488993,632.7772216796875
40.44,20.47,17509.29985108421,17880.563078060983,549.4508666992188
40.44,20.49,15843.689416075717,16257.924765304908,1107.588623046875
40.44,20.51,14185.254433021324,14652.09781098278,1253.115844726562
40.44,20.53,12536.84157940472,13058.481480278238,671.1522216796875
40.44,20.55,10902.99612415441,11465.085013832571,1278.910034179688
40.44,20.57,9291.404498304184,9871.822816989456,947.8009643554688
40.44,20.59,7716.021543415975,8278.694857718301,1261.355346679688
40.44,20.61,6204.487973124106,6685.7011040268235,1156.51318359375
40.44,20.63,4817.283502147033,5092.8415239630785,905.5460205078125
40.44,20.65,3697.108725247597,3500.116085613489,929.4091186523438
40.44,20.67,3143.69632377832,1907.5247571053576,1039.005249023438
40.44,20.69,3442.214466520088,315.06750660478116,1124.297729492188
40.44,20.71,4423.418924038165,1277.2556976825058,908.8571166992188
40.44,20.73,5747.711894524785,2869.4448875112093,1337.657348632812
40.44,20.75,7228.93454927668,4461.500094595979,1685.391479492188
40.44,20.77,8788.090096709591,6023.7792519699715,1717.013305664062
40.44,20.79,10390.15285415406,7265.196917065846,1948.600830078125
40.44,20.81,12017.975213278803,8506.351918413742,1495.77099609375
40.44,20.83,13662.352349459445,9747.244281071466,1843.746215820312
40.44,20.85,15317.95340896576,10987.874030017889,1236.882202148438
40.44,20.87,16981.495639155055,12058.273240089038,1406.21875
40.44,20.89,18650.854048175886,10671.093733833515,1203.138427734375
40.44,20.91,20324.59540116227,9283.693790897309,1030.767822265625
40.44,20.93,22001.71933718006,7896.073384416665,1226.447387695312
40.44,20.95,23681.50712983519,6508.232487462402,1164.149047851562
40.44,20.97,25363.429470439653,5120.171073036457,1333.43701171875
40.44,20.99,27047.088136204908,3731.8891140747696,1403.563354492188
40.44,21.01,28732.177900109837,2343.3865834452436,1017.789611816406
40.44,21.03,30418.460957959673,954.6634539497472,1242.550903320312
40.44,21.05,32105.749334441258,434.280301677965,1088.463012695312
40.44,21.07,33793.89251359088,1934.2732111092291,916.8524780273438
40.46,19.13,55378.806292108085,28256.22653569467,-275.5909729003906
40.46,19.15,54782.31036810231,26578.587499258218,-249.2133331298828
40.46,19.17,54232.69397116676,24900.9027717032,-233.7591094970703
40.46,19.19,53731.39464032469,23223.1723218568,-177.1528930664062
40.46,19.21,53279.77514810812,21545.396118523822,-210.4688873291016
40.46,19.23,52879.107338599126,19867.574130489447,-105.1321868896484
40.46,19.25,52530.55604755163,18189.706326517717,-142.6478118896484
40.46,19.27,52235.163518290006,16511.79267535285,-47.80228042602539
40.46,19.29,51993.83475338778,14833.833145718236,-9.59432315826416
40.46,19.31,51807.32424895014,13155.8277063165,-22.43591117858887
40.46,19.33,51676.22454262744,11477.776325830428,-17.88863945007324
40.46,19.35,51600.95696709598,9799.678972922624,-15.08482456207275
40.46,19.37,51581.764938087574,8121.535616236245,-16.73625373840332
40.46,19.39,51618.71002286042,6443.34622439214,-16.82577323913574
40.46,19.41,51711.67093582075,4765.11076599309,-15.12105941772461
40.46,19.43,51671.00794411875,3086.829209621658,-0.001559809781610966
40.46,19.45,50013.60072522701,1408.5015238395488,-9.914756774902344
40.46,19.47,48358.796537491435,269.87232281069953,-0.6400721669197083
40.46,19.49,46706.87101515326,1034.9218558302423,2.578510522842407
40.46,19.51,45058.13971036094,424.2846359574324,124.1130447387695
40.46,19.53,43412.96546568217,922.905471716072,169.8604431152344
40.46,19.55,41771.76745159053,603.0947750263346,89.81857299804688
40.46,19.57,40135.03231482114,2100.477341956942,47.49335861206055
40.46,19.59,38503.32802161548,2658.4767740882658,185.6372222900391
40.46,19.61,36877.3211664938,3216.1105017053333,244.0357055664062
40.46,19.63,35257.798770988345,3773.378542896128,156.4368286132812
40.46,19.65,33645.69594439267,4330.280915635138,144.6691131591797
40.46,19.67,32042.131257703917,5012.714325365276,243.1322174072266
40.46,19.69,30448.452345988357,6080.96388707243,283.2844848632812
40.46,19.71,28866.29517854473,6933.206404934408,436.9626770019531
40.46,19.73,27297.6617247172,5412.947296467699,136.3534240722656
40.46,19.75,25745.022536384397,3892.5247531324626,71.27466583251953
40.46,19.77,24211.45324384425,2371.9387483527507,52.83523941040039
40.46,19.79,22700.817317164016,851.1892554969421,269.2156982421875
40.46,19.81,21218.011822189845,669.7237521185394,203.5340728759766
40.46,19.83,19769.298171438862,2190.8003012325416,468.5511779785156
40.46,19.85,18362.74509074271,3712.04041863854,225.8873291015625
40.46,19.87,17008.81316065235,5233.44413118065,424.2168884277344
40.46,19.89,15721.101530767606,6755.011465758768,408.2715759277344
